date,HR,BuzzLight,PeterPan,SevenDwarfs,SpaceMtn,SplashMtn,UnderSea,WinniePooh,BigThunMtn,HauntedMansion,JungleCruise,Pirates
07/04/2015,8,5,5,30,10,5,5,5,5,10,5,
07/04/2015,9,5,45,45,10,5,15,10,10,10,5,
07/04/2015,10,20,45,60,60,30,15,15,30,15,10,
07/04/2015,11,35,65,80,80,65,15,30,45,30,45,
07/04/2015,12,55,65,90,95,85,20,45,50,45,70,
07/04/2015,13,50,95,105,80,80,30,45,50,40,60,
07/04/2015,14,60,95,100,95,95,35,50,55,60,85,
07/04/2015,15,55,120,110,95,85,50,40,45,40,65,
07/04/2015,16,45,85,100,85,80,40,,40,35,65,
07/04/2015,17,55,90,100,80,95,40,40,65,40,50,
07/04/2015,18,50,90,100,90,85,40,60,50,35,75,
07/04/2015,19,45,90,100,,85,35,50,65,50,55,
07/04/2015,20,40,85,70,85,55,40,45,30,45,40,
07/04/2015,21,5,35,60,60,5,15,10,5,10,5,
07/04/2015,22,20,70,105,65,20,15,20,40,25,10,
07/04/2015,23,20,35,40,70,5,15,15,10,10,5,
07/05/2015,8,5,10,30,10,5,5,5,5,10,5,
07/05/2015,9,5,10,30,10,5,5,5,5,10,5,
07/05/2015,10,10,50,45,10,5,10,15,10,10,5,
07/05/2015,11,20,45,,25,35,10,20,35,13,15,
07/05/2015,12,20,55,100,65,50,10,25,30,25,25,
07/05/2015,13,20,50,85,75,40,20,25,35,40,15,
07/05/2015,14,25,65,110,60,45,15,30,20,45,45,
07/05/2015,15,25,45,110,30,35,10,25,45,25,30,
07/05/2015,16,15,85,80,50,60,10,,30,30,20,
07/05/2015,17,30,60,90,55,40,10,20,30,15,35,
07/05/2015,18,15,60,,,,10,10,,10,,
07/05/2015,19,15,70,,50,40,10,30,35,15,,
07/05/2015,20,5,50,170,35,15,10,25,35,10,5,
07/05/2015,21,5,40,50,35,5,10,10,10,10,5,
07/05/2015,22,5,30,30,15,5,10,5,5,10,5,
07/05/2015,23,5,20,40,10,5,5,5,20,10,5,
07/06/2015,8,5,5,,10,,5,5,,,,
07/06/2015,9,5,10,30,10,5,5,5,5,13,5,
07/06/2015,10,15,70,45,40,15,10,20,15,10,5,
07/06/2015,11,30,50,90,50,70,15,30,40,35,45,
07/06/2015,12,40,65,80,65,50,20,30,45,35,40,
07/06/2015,13,70,75,80,90,60,20,25,50,40,40,
07/06/2015,14,50,75,90,90,60,35,25,60,30,65,
07/06/2015,15,35,45,60,80,40,30,30,120,35,35,
07/06/2015,16,45,75,80,90,80,20,35,30,35,30,
07/06/2015,17,30,75,100,65,60,15,25,55,35,55,
07/06/2015,18,25,65,90,50,70,15,30,45,30,50,
07/06/2015,19,20,60,70,75,60,20,20,35,30,20,
07/06/2015,20,30,50,70,85,40,10,30,40,40,25,
07/06/2015,21,15,55,70,70,20,10,15,25,15,10,
07/06/2015,22,10,60,30,40,30,10,10,20,20,5,
07/06/2015,23,10,30,50,60,10,10,5,,25,5,
07/07/2015,8,5,5,30,10,5,5,5,5,10,5,
07/07/2015,9,5,10,30,,5,5,5,5,10,5,
07/07/2015,10,10,65,50,35,15,10,,20,10,5,
07/07/2015,11,45,55,75,55,35,15,30,40,20,35,
07/07/2015,12,50,65,110,80,80,25,40,55,35,60,
07/07/2015,13,40,70,120,110,85,20,35,40,40,75,
07/07/2015,14,40,65,90,90,55,45,40,45,45,60,
07/07/2015,15,45,60,100,115,60,20,35,35,30,40,
07/07/2015,16,35,65,140,85,80,25,,60,40,55,
07/07/2015,17,50,75,75,65,70,25,25,45,40,35,
07/07/2015,18,25,60,60,125,60,15,25,45,50,50,
07/07/2015,19,25,85,90,95,40,15,30,45,35,40,
07/07/2015,20,25,55,80,,65,15,25,,25,45,
07/07/2015,21,30,50,80,,50,10,15,,35,25,
07/07/2015,22,10,40,40,,20,10,15,50,13,5,
07/07/2015,23,10,40,75,,50,10,15,,20,10,
07/08/2015,8,5,5,30,10,5,5,5,5,10,5,
07/08/2015,9,5,5,30,10,5,5,5,5,10,5,
07/08/2015,10,10,55,55,45,25,10,20,20,10,,
07/08/2015,11,30,60,70,70,50,15,25,40,15,,
07/08/2015,12,35,60,70,50,50,20,,40,35,85,
07/08/2015,13,60,75,70,90,60,20,45,60,45,30,
07/08/2015,14,40,75,70,80,65,35,35,55,35,50,
07/08/2015,15,50,75,90,80,70,25,35,45,40,45,
07/08/2015,16,55,75,90,80,70,20,40,50,45,35,
07/08/2015,17,60,65,80,65,70,25,35,45,40,40,
07/08/2015,18,40,50,40,85,55,35,20,40,30,40,
07/08/2015,19,35,75,80,75,45,10,25,40,30,65,
07/08/2015,20,30,75,100,60,50,20,25,35,30,35,
07/08/2015,21,20,75,90,50,30,10,30,35,20,35,
07/08/2015,22,10,40,30,30,20,10,10,20,15,10,
07/08/2015,23,5,45,60,50,35,10,10,20,20,15,
07/09/2015,7,5,5,30,,,5,,,,,
07/09/2015,8,5,5,30,10,,5,5,,,,
07/09/2015,9,5,50,45,40,5,10,30,5,10,,
07/09/2015,10,20,60,45,50,35,10,30,50,25,40,
07/09/2015,11,30,70,90,80,55,15,30,45,35,85,
07/09/2015,12,40,65,90,90,60,45,25,45,30,50,
07/09/2015,13,50,85,70,60,65,20,30,45,40,60,
07/09/2015,14,45,80,90,70,85,30,30,40,40,60,
07/09/2015,15,45,80,80,95,60,20,30,40,35,35,
07/09/2015,16,40,70,80,60,120,15,30,40,45,65,
07/09/2015,17,50,80,,80,,25,35,,55,,
07/09/2015,18,55,90,,85,,60,30,45,45,,
07/09/2015,19,40,85,90,70,90,15,35,120,30,50,
07/09/2015,20,30,65,100,70,80,25,35,25,30,50,
07/09/2015,21,20,45,100,75,45,10,,45,20,25,
07/09/2015,22,20,45,40,40,25,10,15,30,15,15,
07/09/2015,23,15,35,50,40,25,10,15,25,15,10,
07/10/2015,9,5,5,30,10,5,5,5,5,10,5,
07/10/2015,10,10,45,45,25,20,10,20,20,15,25,
07/10/2015,11,35,60,90,45,40,10,30,40,20,20,
07/10/2015,12,25,55,80,,50,25,,35,20,45,
07/10/2015,13,30,75,70,75,45,25,30,40,30,40,
07/10/2015,14,40,80,90,85,75,20,40,30,35,45,
07/10/2015,15,20,65,90,75,75,20,25,40,30,35,
07/10/2015,16,35,65,70,,65,20,35,35,35,35,
07/10/2015,17,35,65,70,,65,20,30,35,20,40,
07/10/2015,18,30,,120,75,65,25,25,35,20,30,
07/10/2015,19,30,60,,120,60,10,35,30,35,30,
07/10/2015,20,40,60,,115,50,15,25,35,30,35,
07/10/2015,21,20,40,90,95,25,10,15,30,10,25,
07/10/2015,22,5,30,50,30,20,10,10,15,15,5,
07/10/2015,23,5,20,50,25,5,10,5,5,10,5,
07/10/2015,24,,,,35,20,,,15,,,
07/10/2015,25,,,,,,,,,15,,
07/11/2015,8,5,5,30,10,5,5,5,5,10,5,
07/11/2015,9,5,5,30,,5,5,5,5,10,5,
07/11/2015,10,10,50,65,,20,10,20,10,10,5,
07/11/2015,11,,50,60,75,45,10,25,35,20,45,
07/11/2015,12,30,60,60,80,60,15,30,40,,60,
07/11/2015,13,50,75,80,105,65,25,35,50,45,35,
07/11/2015,14,30,65,70,80,65,30,25,35,40,65,
07/11/2015,15,45,55,110,80,,35,35,45,35,40,
07/11/2015,16,40,60,80,70,,15,30,,40,35,
07/11/2015,17,35,65,80,80,95,25,30,15,35,45,
07/11/2015,18,40,75,100,105,55,25,35,55,50,,
07/11/2015,19,30,95,,105,,25,40,,45,,
07/11/2015,20,40,75,,75,90,20,35,20,40,,
07/11/2015,21,25,50,140,50,45,10,20,45,35,30,
07/11/2015,22,15,40,40,30,20,10,15,25,20,10,
07/11/2015,23,20,40,80,60,35,10,25,35,20,20,
07/12/2015,8,5,5,30,10,5,5,5,5,10,5,
07/12/2015,9,5,5,30,10,5,10,5,5,10,5,
07/12/2015,10,10,45,45,10,10,10,10,10,10,5,
07/12/2015,11,30,65,80,35,25,10,25,25,20,30,
07/12/2015,12,55,60,60,55,40,20,20,50,25,35,
07/12/2015,13,30,60,60,75,60,15,20,30,30,50,
07/12/2015,14,30,70,80,60,55,20,30,40,25,25,
07/12/2015,15,30,65,70,50,45,25,25,25,20,45,
07/12/2015,16,40,65,70,65,50,15,30,30,30,15,
07/12/2015,17,40,70,,70,,25,30,30,35,,
07/12/2015,18,20,65,60,55,50,10,25,45,35,40,
07/12/2015,19,20,75,60,,70,15,15,45,20,35,
07/12/2015,20,25,55,100,80,45,10,15,35,20,30,
07/12/2015,21,10,50,90,95,30,10,15,30,25,15,
07/12/2015,22,5,25,30,30,10,10,5,15,10,5,
07/13/2015,8,5,10,30,,5,5,5,5,5,5,
07/13/2015,9,5,30,45,5,10,10,10,5,10,5,
07/13/2015,10,20,60,45,25,30,10,25,20,15,10,
07/13/2015,11,30,55,80,50,35,10,25,30,15,25,
07/13/2015,12,40,65,80,80,60,15,,50,35,55,
07/13/2015,13,40,60,80,85,65,20,20,45,35,55,
07/13/2015,14,60,70,80,75,90,30,40,40,50,55,
07/13/2015,15,35,75,70,65,45,20,35,35,40,40,
07/13/2015,16,30,65,70,55,75,25,35,45,50,40,
07/13/2015,17,45,65,90,90,60,20,30,35,35,50,
07/13/2015,18,20,70,80,65,70,10,30,35,30,50,
07/13/2015,19,20,75,60,,55,10,30,30,30,50,
07/13/2015,20,15,70,70,70,45,15,20,35,70,30,
07/13/2015,21,15,30,80,70,30,10,25,20,10,10,
07/13/2015,22,5,40,30,70,20,10,10,25,10,5,
07/13/2015,23,5,35,50,30,10,15,10,15,10,5,
07/14/2015,7,5,5,,10,5,5,5,5,10,5,
07/14/2015,8,5,5,,10,5,5,5,5,10,5,
07/14/2015,9,5,30,30,10,5,10,10,5,10,5,
07/14/2015,10,15,75,75,,30,15,20,30,15,10,
07/14/2015,11,40,55,60,50,45,15,25,45,20,35,
07/14/2015,12,30,85,70,80,75,25,,75,30,50,
07/14/2015,13,50,70,80,105,60,30,20,55,35,30,
07/14/2015,14,55,90,,110,60,40,45,80,55,,
07/14/2015,15,40,80,60,120,70,,35,,35,45,
07/14/2015,16,50,90,90,145,75,,30,60,35,50,
07/14/2015,17,45,80,90,80,70,,45,55,30,45,
07/14/2015,18,40,120,90,60,65,15,20,50,35,50,
07/14/2015,19,30,60,80,90,55,40,40,50,35,40,
07/14/2015,20,40,55,90,70,45,35,30,35,30,35,
07/14/2015,21,25,55,70,50,35,15,25,45,25,25,
07/14/2015,22,5,40,50,40,30,10,10,60,10,5,
07/14/2015,23,10,30,50,45,25,10,10,20,10,5,
07/15/2015,8,5,5,30,10,5,5,5,5,10,5,
07/15/2015,9,10,35,45,10,10,10,15,5,10,5,
07/15/2015,10,,50,45,40,35,10,25,10,10,10,
07/15/2015,11,35,70,90,40,35,15,15,60,20,30,
07/15/2015,12,30,60,80,90,70,20,35,50,30,70,
07/15/2015,13,50,55,70,95,60,15,30,45,35,45,
07/15/2015,14,45,75,70,70,75,35,40,45,45,60,
07/15/2015,15,60,70,90,70,45,40,35,25,40,40,
07/15/2015,16,50,65,80,80,80,15,35,50,35,45,
07/15/2015,17,45,75,80,70,40,35,35,40,35,55,
07/15/2015,18,55,70,80,60,60,15,25,55,35,50,
07/15/2015,19,35,70,70,75,70,20,30,35,30,40,
07/15/2015,20,40,65,90,80,60,20,35,40,40,45,
07/15/2015,21,30,60,60,80,45,10,25,80,25,50,
07/15/2015,22,25,35,50,,25,10,15,20,13,5,
07/15/2015,23,15,95,50,45,25,10,15,35,13,5,
07/16/2015,7,5,5,30,10,,5,5,,,,
07/16/2015,8,5,5,30,10,,5,5,,,,
07/16/2015,9,10,35,60,15,5,10,20,10,10,5,
07/16/2015,10,20,55,80,40,35,10,20,40,10,30,
07/16/2015,11,20,65,80,55,,10,20,15,20,35,
07/16/2015,12,40,70,90,70,,15,35,60,40,60,
07/16/2015,13,50,70,80,105,,25,30,65,40,55,
07/16/2015,14,55,,90,90,85,35,40,50,50,95,
07/16/2015,15,30,80,80,130,70,35,30,30,40,30,
07/16/2015,16,30,70,90,75,70,25,30,35,30,40,
07/16/2015,17,35,70,100,60,75,25,25,50,35,50,
07/16/2015,18,50,70,80,120,85,15,25,40,35,50,
07/16/2015,19,30,75,90,80,70,25,20,50,30,70,
07/16/2015,20,35,65,110,55,,25,25,50,25,30,
07/16/2015,21,25,50,90,85,25,15,15,65,10,25,
07/16/2015,22,20,40,30,60,30,10,15,15,10,5,
07/16/2015,23,10,30,60,55,45,10,15,25,10,10,
07/17/2015,8,5,15,30,10,5,5,5,5,13,5,
07/17/2015,9,5,15,30,10,5,5,5,5,13,5,
07/17/2015,10,15,65,90,30,30,10,30,20,15,15,
07/17/2015,11,25,65,80,65,45,10,35,35,13,50,
07/17/2015,12,30,60,60,70,40,15,25,40,35,35,
07/17/2015,13,40,80,70,60,80,25,25,45,30,40,
07/17/2015,14,45,70,90,75,70,25,40,55,55,35,
07/17/2015,15,40,65,90,65,65,30,35,35,35,55,
07/17/2015,16,35,80,70,80,60,20,35,35,50,30,
07/17/2015,17,25,65,60,65,60,15,25,40,45,30,
07/17/2015,18,50,70,90,80,60,10,15,50,20,50,
07/17/2015,19,25,70,70,70,45,10,30,50,20,30,
07/17/2015,20,20,70,60,80,35,20,25,20,20,20,
07/17/2015,21,25,45,70,35,15,10,10,20,10,15,
07/17/2015,22,5,30,70,20,20,10,10,10,15,5,
07/17/2015,23,10,40,60,40,15,10,10,15,20,5,
07/17/2015,24,5,30,40,20,,,,,,,
07/17/2015,25,5,20,40,,,,,,,,
07/18/2015,8,5,5,30,10,5,5,5,5,10,5,
07/18/2015,9,5,5,30,10,5,5,5,5,10,5,
07/18/2015,10,10,60,60,35,20,10,20,25,13,10,
07/18/2015,11,35,65,50,40,40,10,20,40,15,40,
07/18/2015,12,25,65,70,50,50,15,35,45,25,55,
07/18/2015,13,45,65,80,90,55,25,35,55,40,35,
07/18/2015,14,40,70,90,85,65,40,35,40,35,55,
07/18/2015,15,50,80,,80,,15,40,,,,
07/18/2015,16,50,75,110,65,20,20,45,10,60,30,
07/18/2015,17,45,75,80,70,55,25,45,60,35,35,
07/18/2015,18,45,75,100,65,55,30,35,55,35,40,
07/18/2015,19,35,65,80,50,55,25,25,45,35,40,
07/18/2015,20,55,90,80,70,75,15,40,55,35,50,
07/18/2015,21,40,55,90,70,35,10,30,30,35,35,
07/18/2015,22,15,35,50,30,20,10,20,25,10,5,
07/18/2015,23,15,40,,55,30,10,20,40,15,35,
07/19/2015,8,5,5,30,10,5,5,5,5,10,5,
07/19/2015,9,5,10,30,10,10,10,10,10,15,10,
07/19/2015,10,10,45,60,45,20,10,20,15,15,10,
07/19/2015,11,25,50,80,45,60,10,20,45,20,25,
07/19/2015,12,40,70,80,60,35,15,25,55,20,45,
07/19/2015,13,25,65,80,65,45,20,,50,35,60,
07/19/2015,14,50,60,90,45,45,20,30,40,30,45,
07/19/2015,15,,60,80,70,35,15,25,25,20,10,
07/19/2015,16,30,70,90,65,65,10,25,20,40,45,
07/19/2015,17,40,65,,60,55,20,30,40,35,20,
07/19/2015,18,25,65,60,80,50,10,20,30,20,50,
07/19/2015,19,15,70,,75,55,10,15,35,10,20,
07/19/2015,20,25,80,,55,40,15,25,35,25,25,
07/19/2015,21,10,45,50,,20,10,5,25,15,5,
07/19/2015,22,5,35,40,30,15,10,5,20,10,5,
07/19/2015,23,5,30,60,30,15,10,10,20,10,5,
07/20/2015,7,5,5,30,10,5,5,5,5,10,,
07/20/2015,8,5,5,30,10,5,5,5,5,10,,
07/20/2015,9,5,25,45,10,5,10,5,5,10,5,
07/20/2015,10,20,80,60,30,35,10,,15,20,15,
07/20/2015,11,35,75,80,85,65,20,30,35,15,35,
07/20/2015,12,60,75,80,90,90,15,35,50,40,50,
07/20/2015,13,45,75,70,115,75,35,40,45,45,55,
07/20/2015,14,40,75,100,95,85,25,30,40,50,60,
07/20/2015,15,65,85,,,,30,45,45,50,35,
07/20/2015,16,50,85,110,95,85,55,45,,50,,
07/20/2015,17,50,85,115,90,80,25,35,65,55,60,
07/20/2015,18,60,85,150,90,90,25,35,50,40,50,
07/20/2015,19,50,80,110,90,85,25,30,45,50,40,
07/20/2015,20,30,85,75,80,45,35,30,45,30,40,
07/20/2015,21,25,90,80,90,30,15,30,45,35,35,
07/20/2015,22,10,50,90,30,35,10,10,20,10,5,
07/20/2015,23,15,40,50,,20,10,10,20,10,5,
07/21/2015,7,5,5,30,10,5,5,5,5,10,5,
07/21/2015,8,5,5,30,5,5,5,5,5,10,5,
07/21/2015,9,5,25,45,10,10,10,10,5,13,5,
07/21/2015,10,15,60,45,55,40,10,20,45,20,20,
07/21/2015,11,50,70,90,85,60,15,35,75,,45,
07/21/2015,12,45,85,80,85,90,40,30,90,,65,
07/21/2015,13,60,95,,125,,35,50,,55,,
07/21/2015,14,55,105,140,130,90,70,40,70,65,50,
07/21/2015,15,55,90,,120,,30,35,,45,,
07/21/2015,16,65,90,120,125,95,50,45,65,55,45,
07/21/2015,17,50,85,120,125,75,40,30,65,50,65,
07/21/2015,18,35,85,130,110,75,30,30,60,40,50,
07/21/2015,19,40,85,130,95,80,25,,55,50,50,
07/21/2015,20,30,75,120,75,50,40,40,40,35,35,
07/21/2015,21,40,50,100,110,45,15,25,40,30,35,
07/21/2015,22,20,50,40,40,30,10,15,20,20,10,
07/21/2015,23,10,45,65,55,35,10,15,30,13,10,
07/22/2015,7,5,5,30,10,,5,5,5,10,5,
07/22/2015,8,5,5,45,10,5,5,5,5,10,5,
07/22/2015,9,5,30,45,10,5,10,20,,5,5,
07/22/2015,10,15,70,55,45,30,10,30,,25,30,
07/22/2015,11,40,75,80,70,45,25,30,,30,50,
07/22/2015,12,40,70,,120,105,20,35,,30,60,
07/22/2015,13,60,70,,150,95,35,35,,60,55,
07/22/2015,14,55,85,,,95,50,35,60,60,60,
07/22/2015,15,60,85,,85,,35,40,,50,,
07/22/2015,16,55,110,120,40,120,40,45,80,40,55,
07/22/2015,17,30,105,150,170,90,30,45,150,40,50,
07/22/2015,18,50,85,150,120,85,30,40,105,30,55,
07/22/2015,19,60,90,150,85,55,15,35,75,35,40,
07/22/2015,20,30,65,150,85,80,25,35,50,35,35,
07/22/2015,21,25,90,140,70,30,25,20,45,20,30,
07/22/2015,22,15,35,40,45,15,10,10,25,13,10,
07/22/2015,23,10,50,,65,25,15,15,30,13,10,
07/23/2015,7,5,10,30,10,,5,5,,,,
07/23/2015,8,5,10,30,10,5,5,5,5,10,5,
07/23/2015,9,10,35,60,10,5,10,20,5,10,5,
07/23/2015,10,15,30,60,45,55,10,25,50,15,45,
07/23/2015,11,35,85,80,75,45,15,35,55,25,45,
07/23/2015,12,45,70,80,80,90,25,40,45,45,50,
07/23/2015,13,45,70,60,80,70,25,35,50,40,50,
07/23/2015,14,70,75,105,95,55,25,35,45,45,55,
07/23/2015,15,35,80,120,105,70,40,30,30,45,40,
07/23/2015,16,45,70,90,35,55,25,35,45,35,30,
07/23/2015,17,40,60,80,105,75,30,30,35,45,50,
07/23/2015,18,45,75,100,70,85,25,35,30,25,30,
07/23/2015,19,30,75,80,70,65,35,25,45,30,40,
07/23/2015,20,30,65,90,70,50,35,30,35,30,30,
07/23/2015,21,15,55,80,95,30,10,30,35,10,25,
07/23/2015,22,5,50,50,30,20,10,15,25,10,5,
07/23/2015,23,5,40,50,55,30,10,10,20,10,5,
07/23/2015,24,,,,15,,,,,,,
07/24/2015,8,5,5,30,10,5,5,5,5,10,5,
07/24/2015,9,5,15,30,10,5,5,5,5,10,5,
07/24/2015,10,15,55,60,25,20,15,,25,10,25,
07/24/2015,11,35,60,100,55,50,15,25,40,25,30,
07/24/2015,12,45,65,100,70,40,20,35,60,40,40,
07/24/2015,13,50,65,60,,65,25,40,45,30,40,
07/24/2015,14,55,80,70,95,65,35,35,45,50,50,
07/24/2015,15,50,75,80,90,45,20,30,35,30,30,
07/24/2015,16,50,90,,95,40,25,35,35,40,50,
07/24/2015,17,40,70,130,135,55,35,30,40,40,30,
07/24/2015,18,60,80,130,125,65,15,25,35,35,65,
07/24/2015,19,25,65,80,85,60,25,,40,25,35,
07/24/2015,20,20,55,80,75,40,15,30,30,20,40,
07/24/2015,21,25,80,100,70,25,10,15,30,10,10,
07/24/2015,22,10,60,60,45,20,10,15,35,10,5,
07/24/2015,23,10,35,60,50,20,10,5,20,10,5,
07/24/2015,24,5,,,,15,,,,,,
07/24/2015,25,,,45,,,,10,,,,
07/25/2015,8,5,5,30,10,5,5,5,5,10,5,
07/25/2015,9,5,10,30,10,5,5,5,5,10,5,
07/25/2015,10,15,50,30,25,30,10,20,10,10,15,
07/25/2015,11,40,60,90,85,40,10,30,35,25,15,
07/25/2015,12,30,70,90,95,40,15,30,45,30,45,
07/25/2015,13,55,70,100,65,105,20,30,40,25,40,
07/25/2015,14,35,55,100,65,75,25,25,45,45,55,
07/25/2015,15,30,55,100,80,50,20,30,25,40,55,
07/25/2015,16,35,60,90,70,75,15,35,50,30,45,
07/25/2015,17,25,65,100,70,70,20,35,50,30,40,
07/25/2015,18,30,80,90,80,60,25,,40,40,45,
07/25/2015,19,45,85,70,65,50,30,,30,40,35,
07/25/2015,20,25,70,80,75,40,30,40,25,35,20,
07/25/2015,21,30,45,90,70,35,10,30,35,30,20,
07/25/2015,22,10,,40,45,25,10,20,25,10,10,
07/25/2015,23,20,35,60,35,35,10,25,35,15,20,
07/26/2015,8,5,5,30,10,5,5,5,5,10,5,
07/26/2015,9,5,15,,10,5,10,10,5,10,5,
07/26/2015,10,5,35,45,25,20,10,25,25,20,5,
07/26/2015,11,25,50,60,55,40,15,15,35,20,35,
07/26/2015,12,35,60,80,55,,10,25,55,30,40,
07/26/2015,13,30,65,90,80,30,20,30,50,35,45,
07/26/2015,14,30,65,90,90,85,20,35,30,35,35,
07/26/2015,15,40,65,80,55,55,20,35,25,25,40,
07/26/2015,16,25,95,80,70,80,10,25,45,35,30,
07/26/2015,17,30,85,90,75,55,20,30,35,30,35,
07/26/2015,18,15,60,60,50,55,25,20,30,30,55,
07/26/2015,19,45,75,,,55,15,10,,35,,
07/26/2015,20,30,65,70,80,45,15,30,25,30,35,
07/26/2015,21,10,50,70,55,30,10,10,35,15,15,
07/26/2015,22,5,60,60,30,15,15,15,15,10,5,
07/26/2015,23,5,25,50,55,10,10,10,15,10,5,
07/27/2015,8,5,5,30,10,5,5,5,5,10,5,
07/27/2015,9,5,5,30,10,5,10,5,5,10,5,
07/27/2015,10,20,45,60,35,30,10,,20,20,25,
07/27/2015,11,40,55,90,70,45,15,40,50,25,55,
07/27/2015,12,50,65,90,80,90,20,35,65,40,55,
07/27/2015,13,40,75,90,85,60,20,40,60,45,25,
07/27/2015,14,45,75,80,85,75,45,40,65,40,50,
07/27/2015,15,60,70,105,105,55,35,35,60,40,40,
07/27/2015,16,50,75,120,70,60,25,50,65,60,50,
07/27/2015,17,50,75,140,80,95,50,25,55,45,55,
07/27/2015,18,40,85,90,90,90,25,40,50,30,60,
07/27/2015,19,35,85,70,90,80,25,,45,40,45,
07/27/2015,20,40,65,90,85,70,40,20,40,40,45,
07/27/2015,21,20,60,80,,35,10,30,40,20,10,
07/27/2015,22,15,40,50,70,30,10,10,35,10,5,
07/27/2015,23,5,35,60,60,25,10,15,20,10,10,
07/27/2015,24,,,,,,,,,,,
07/28/2015,7,5,5,30,10,5,5,5,5,10,5,
07/28/2015,8,5,5,30,10,,5,5,10,10,5,
07/28/2015,9,,50,,,,,20,,,,
07/28/2015,10,25,,90,,30,,,,10,35,
07/28/2015,11,50,80,,75,,,,,,45,
07/28/2015,12,,,,,,,,,,,
07/28/2015,13,,,,,,,,,,90,
07/28/2015,14,50,95,120,140,65,35,40,45,40,65,
07/28/2015,19,,95,,,,,,,,45,
07/28/2015,20,25,,,,,,35,,45,,
07/28/2015,22,,,55,,,,5,,,,
07/28/2015,23,,,,,,,,,13,,
07/29/2015,8,,,,,,,,5,10,,
07/29/2015,9,10,30,45,,35,10,,45,25,,
07/29/2015,10,,90,,35,70,,,,35,,
07/29/2015,11,,,,,75,,,,,,
07/29/2015,12,,75,80,,85,45,,55,45,,
07/29/2015,13,,,,,90,,,65,,,
07/29/2015,14,,,140,,65,,35,40,,,
07/29/2015,16,,,,,,,,,,,
07/29/2015,17,,95,,,,,,,45,,
07/29/2015,19,45,95,120,,,,,,45,,
07/29/2015,20,40,,130,155,,,,,30,,
07/29/2015,21,,,130,,,,,,,,
07/29/2015,22,20,65,75,60,20,,,40,,15,
07/29/2015,23,,30,70,90,45,,,,13,,
07/30/2015,10,30,,,65,,10,,,,45,
07/30/2015,11,,,90,,,,,,30,,
07/30/2015,12,,90,,,,,30,,,,
07/30/2015,13,,,,,95,,,,,60,
07/30/2015,14,45,,,120,,,,,,,
07/30/2015,15,,,,,80,,,55,,,
07/30/2015,16,,,140,,,,,,,,
07/30/2015,17,,,,,,,,,,,
07/30/2015,18,,,,,,,,,40,,
07/30/2015,19,,,,,,,,,,50,
07/30/2015,20,,,120,,30,,,45,,,
07/30/2015,21,,,,,,15,,,,,
07/30/2015,22,,35,,,,,,,13,,
07/31/2015,8,5,60,30,10,5,15,5,5,10,35,
07/31/2015,9,5,70,45,90,5,5,5,60,10,5,
07/31/2015,10,15,70,,85,,10,30,45,25,20,
07/31/2015,11,50,75,,50,35,25,30,50,35,50,
07/31/2015,12,40,85,90,90,80,15,,55,35,50,
07/31/2015,13,50,70,80,85,90,20,30,40,40,55,
07/31/2015,14,60,75,120,45,75,20,35,40,45,45,
07/31/2015,15,35,85,110,80,50,35,45,40,35,25,
07/31/2015,16,45,65,80,,70,25,40,50,40,55,
07/31/2015,17,35,65,,65,55,25,35,45,30,45,
07/31/2015,18,45,75,110,90,75,10,,40,35,50,
07/31/2015,19,20,60,90,,85,15,,60,35,40,
07/31/2015,20,20,,110,,,,15,,20,,
07/31/2015,21,,,,60,,,,,,,
07/31/2015,22,,,80,,,,,,,,
07/31/2015,23,,,70,,15,,,,,,
07/31/2015,24,10,,,30,,,,5,,,
08/01/2015,8,,60,,55,,,,45,,35,
08/01/2015,9,5,60,45,80,10,10,10,50,10,30,
08/01/2015,10,10,25,45,35,10,10,25,25,10,10,
08/01/2015,11,25,80,80,70,80,10,35,,25,,
08/01/2015,12,35,75,90,60,45,15,25,10,35,10,
08/01/2015,13,30,75,70,85,45,20,40,50,35,50,
08/01/2015,14,35,75,,50,,15,45,45,40,35,
08/01/2015,15,50,80,70,80,20,30,35,20,45,15,
08/01/2015,16,35,95,85,50,60,25,35,35,30,40,
08/01/2015,17,30,75,90,45,45,20,40,55,45,25,
08/01/2015,18,30,80,90,50,35,20,25,40,40,60,
08/01/2015,19,25,65,90,50,40,20,30,45,30,40,
08/01/2015,20,,,,,,,,,45,,
08/01/2015,21,,,,,,,,,,,
08/01/2015,22,,,,,25,,,10,,10,
08/01/2015,23,,10,40,,,,15,,15,,
08/02/2015,8,,,30,,,,,,,,
08/02/2015,9,5,15,30,15,5,,5,5,10,5,
08/02/2015,10,10,50,60,35,10,10,,25,10,10,
08/02/2015,11,30,60,80,70,40,10,30,25,25,25,
08/02/2015,12,35,60,60,70,40,15,40,45,20,35,
08/02/2015,13,50,55,70,80,50,20,45,50,30,40,
08/02/2015,14,40,75,80,70,25,15,35,20,40,40,
08/02/2015,15,50,70,,70,35,25,35,35,40,15,
08/02/2015,16,55,50,85,65,35,15,40,60,35,50,
08/02/2015,17,40,60,85,30,80,10,30,,35,50,
08/02/2015,18,60,60,130,110,40,15,30,55,30,35,
08/02/2015,19,,110,120,45,,10,15,,,,
08/02/2015,20,35,,60,,,,,,,40,
08/02/2015,22,,,145,,,,,,,,
08/02/2015,24,5,15,30,5,5,10,5,5,13,5,
